dms_orig,origin,dms_dest,destination,distance_mi,travel_time_hr
123,Deltona+FL,373,Cary+NC,574.9,8.2
123,Deltona+FL,379,Asheville+NC,555.6,8.1
123,Deltona+FL,380,Fargo+ND,1820.3,26.5
123,Deltona+FL,391,Cincinnati+OH,909.8,13.1
123,Deltona+FL,392,Cleveland+OH,1009.8,14.7
123,Deltona+FL,393,Columbus+OH,921.5,13.3
123,Deltona+FL,394,Dayton+OH,961.9,13.8
123,Deltona+FL,399,Toledo+OH,1065.7,16
123,Deltona+FL,401,Oklahoma+City+OK,1304.7,18.7
123,Deltona+FL,402,Tulsa+OK,1240.1,17.9
123,Deltona+FL,409,Lawton+OK,1294.5,19
123,Deltona+FL,411,Tigard+OR,3059.9,44.4
123,Deltona+FL,419,Eugene+OR,3067.9,45.4
123,Deltona+FL,421,Philadelphia+PA,957.6,14.2
123,Deltona+FL,422,Pittsburgh+PA,941.9,14
123,Deltona+FL,423,Levittown+PA,979.1,14.6
123,Deltona+FL,429,Harrisburg+PA,930,13.6
123,Deltona+FL,441,Providence+RI,1223.5,18.3
123,Deltona+FL,451,Charleston+SC,352.4,5.3
123,Deltona+FL,452,Greenville+SC,500.7,7.1
123,Deltona+FL,459,Columbia+SC,407.4,5.7
123,Deltona+FL,460,Sioux+Falls+SD,1619.7,23.8
123,Deltona+FL,471,Memphis+TN,840.4,12.1
123,Deltona+FL,472,Nashville+TN,706.3,10.6
123,Deltona+FL,473,Knoxville+TN,660.7,9.6
123,Deltona+FL,479,Chattanooga+TN,574.6,8.3
123,Deltona+FL,481,Austin+TX,1145.7,16.6
123,Deltona+FL,482,Beaumont+TX,899.2,12.7
123,Deltona+FL,483,Corpus+Christi+TX,1190.5,17.5
123,Deltona+FL,484,Arlington+TX,1128.6,16.7
123,Deltona+FL,485,El+Paso+TX,1724.7,24.3
123,Deltona+FL,486,Houston+TX,981.8,13.9
123,Deltona+FL,487,Laredo+TX,1292.5,18.7
123,Deltona+FL,488,Selma+TX,1167.1,16.5
123,Deltona+FL,489,Amarillo+TX,1471.5,21.9
123,Deltona+FL,491,Lehi+UT,2354.4,34.2
123,Deltona+FL,499,Ogden+UT,2324,34
123,Deltona+FL,500,Burlington+VT,1339.4,20.1
123,Deltona+FL,511,Richmond+VA,711.1,9.9
123,Deltona+FL,512,Norfolk+VA,725.5,10.3
123,Deltona+FL,513,Crystal+City+VA,818.1,11.7
123,Deltona+FL,519,Charlottesville+VA,783,11
123,Deltona+FL,531,Tukwila+WA,3096.2,45.3
123,Deltona+FL,532,Vancouver+WA,3055.4,44.3
123,Deltona+FL,539,Spokane+WA,2815.3,41.1
123,Deltona+FL,540,Charleston+WV,759.5,11.2
123,Deltona+FL,551,Greenfield+WI,1267.8,19
123,Deltona+FL,559,Madison+WI,1325,19.4
123,Deltona+FL,560,Wheatland+WY,1948.9,28.8
124,Tampa+FL,11,Birmingham+AL,601.2,8.5
124,Tampa+FL,12,Mobile+AL,514.3,7.2
124,Tampa+FL,19,Montgomery+AL,481,7.3
124,Tampa+FL,20,Anchorage+AK,4745.2,76.6
124,Tampa+FL,41,Phoenix+AZ,2154.9,30.3
124,Tampa+FL,42,Tucson+AZ,2039.3,29.2
124,Tampa+FL,49,Flagstaff+AZ,2073.7,30.1
124,Tampa+FL,50,Little+Rock+AR,974,14
124,Tampa+FL,61,Compton+CA,2531.2,35.5
124,Tampa+FL,62,Sacramento+CA,2910.4,41.7
124,Tampa+FL,63,San+Diego+CA,2448.4,34.9
124,Tampa+FL,64,Milbrae+CA,2899,41.8
124,Tampa+FL,65,Fresno+CA,2663.6,38.8
124,Tampa+FL,69,Bakersfield+CA,2637.7,38.1
124,Tampa+FL,81,Denver+CO,1857.3,25.9
124,Tampa+FL,89,Colorado+Springs+CO,1840,26.2
124,Tampa+FL,91,Hartford+CT,1249.9,18.8
124,Tampa+FL,92,Stamford+CT,1174.2,17.4
124,Tampa+FL,99,New+Haven+CT,1214.5,19
124,Tampa+FL,101,Wilmington+DE,1009.9,15.2
124,Tampa+FL,109,Dover+DE,997.2,14.7
124,Tampa+FL,111,Washington+DC,902.1,13.5
124,Tampa+FL,121,Jacksonville+FL,199.3,3.2
124,Tampa+FL,122,North+Miami+FL,272.4,3.7
124,Tampa+FL,123,Deltona+FL,113.9,1.9
124,Tampa+FL,124,Tampa+FL,57,1
124,Tampa+FL,129,Tallahassee+FL,273.9,4.1
124,Tampa+FL,131,Atlanta+GA,455.9,6.6
124,Tampa+FL,132,Savannah+GA,335,5.2
124,Tampa+FL,139,Columbus+GA,401.1,6.1
124,Tampa+FL,160,Boise+ID,2622.7,37.7
124,Tampa+FL,171,Chicago+IL,1171.8,17.5
124,Tampa+FL,172,St.+Louis+MO,1009.2,14.7
124,Tampa+FL,179,Bloomington+IL,1122.5,15.9
124,Tampa+FL,181,Gary+IN,1141.2,16.4
124,Tampa+FL,182,Indianapolis+IN,988.6,13.8
124,Tampa+FL,183,Fort+Wayne+IN,1093.9,16.4
124,Tampa+FL,189,Terre+Haute+IN,962.2,14.6
124,Tampa+FL,190,Des+Moines+IA,1355.8,20.3
124,Tampa+FL,201,Kansas+City+KS,1258,17.7
124,Tampa+FL,202,Wichita+KS,1414.8,20.5
124,Tampa+FL,209,Salina+KS,1428.5,21.1
124,Tampa+FL,211,Covington+KY,914.8,13
124,Tampa+FL,212,Louisville+KY,875.3,12.8
124,Tampa+FL,219,Lexington+KY,837.4,12.1
124,Tampa+FL,221,Baton+Rouge+LA,711.9,10.1
124,Tampa+FL,222,Lake+Charles+LA,838.2,11.6
124,Tampa+FL,223,New+Orleans+LA,656.6,9.1
124,Tampa+FL,229,Shreveport+LA,921.4,13.6
124,Tampa+FL,230,Portland+ME,1447.3,22.5
124,Tampa+FL,241,Baltimore+MD,947,13.9
124,Tampa+FL,242,Hyattsville+MD,910.7,13
124,Tampa+FL,249,La+Plata+MD,880.2,12.7
124,Tampa+FL,251,Boston+MA,1348.6,20
124,Tampa+FL,259,Worcester+MA,1300.2,20.4
124,Tampa+FL,261,Detroit+MI,1197.4,17.2
124,Tampa+FL,262,Grand+Rapids+MI,1246.9,17.8
124,Tampa+FL,269,Lansing+MI,1229.8,17.1
124,Tampa+FL,271,Minneapolis+MN,1582.6,23
124,Tampa+FL,279,Saint+Paul+MN,1573,22.7
124,Tampa+FL,280,Jackson+MS,706.4,10.1
124,Tampa+FL,291,Kansas+City+MO,1254.7,17.6
124,Tampa+FL,299,Springfield+MO,1122.3,16.7
124,Tampa+FL,300,Billings+MT,2272.2,32.7
124,Tampa+FL,311,Omaha+NE,1442.3,20.9
124,Tampa+FL,319,Lincoln+NE,1448.9,21.6
124,Tampa+FL,321,Las+Vegas+NV,2322.4,33.6
124,Tampa+FL,329,Reno+NV,2842.5,41.3
124,Tampa+FL,331,Manchester+NH,1382.3,21.2
124,Tampa+FL,339,Concord+NH,1397.5,21.8
124,Tampa+FL,341,Newark+NJ,1126.2,16.6
124,Tampa+FL,342,Trenton+NJ,1070.3,16.3
124,Tampa+FL,350,Albuquerque+NM,1751,25.9
124,Tampa+FL,361,Albany+NY,1273.6,19
124,Tampa+FL,362,Buffalo+NY,1233.5,18.5
124,Tampa+FL,363,Brooklyn+NY,1140.8,17
124,Tampa+FL,364,Rochester+NY,1282.4,19.4
124,Tampa+FL,369,Syracuse+NY,1267.2,18.9
124,Tampa+FL,371,Charlotte+NC,579.1,8.6
124,Tampa+FL,372,Kernersville+NC,664.6,9.6
124,Tampa+FL,373,Cary+NC,657.3,9.6
124,Tampa+FL,379,Asheville+NC,638,9.7
124,Tampa+FL,380,Fargo+ND,1817.5,26.3
124,Tampa+FL,391,Cincinnati+OH,916.6,13.2
124,Tampa+FL,392,Cleveland+OH,1091.9,16.3
124,Tampa+FL,393,Columbus+OH,1024.5,14.4
124,Tampa+FL,394,Dayton+OH,968.7,14.1
124,Tampa+FL,399,Toledo+OH,1119.1,16.2
124,Tampa+FL,401,Oklahoma+City+OK,1302.6,18.2
124,Tampa+FL,402,Tulsa+OK,1239.2,18
124,Tampa+FL,409,Lawton+OK,1296.9,18.6
124,Tampa+FL,411,Tigard+OR,3059,44.9
124,Tampa+FL,419,Eugene+OR,3063.9,45.6
124,Tampa+FL,421,Philadelphia+PA,1048.4,15.5
124,Tampa+FL,422,Pittsburgh+PA,1025.4,15.5
124,Tampa+FL,423,Levittown+PA,1080.7,16.3
124,Tampa+FL,429,Harrisburg+PA,1012.8,14.8
124,Tampa+FL,441,Providence+RI,1314.4,20.4
124,Tampa+FL,451,Charleston+SC,434.5,6.9
124,Tampa+FL,452,Greenville+SC,596.4,8.2
124,Tampa+FL,459,Columbia+SC,489.5,7.3
124,Tampa+FL,460,Sioux+Falls+SD,1616.9,23.7
124,Tampa+FL,471,Memphis+TN,838.6,12
124,Tampa+FL,472,Nashville+TN,703.7,10.2
124,Tampa+FL,473,Knoxville+TN,669.1,9.2
124,Tampa+FL,479,Chattanooga+TN,572.8,8.2
124,Tampa+FL,481,Austin+TX,1144,16.6
124,Tampa+FL,482,Beaumont+TX,897.4,12.7
124,Tampa+FL,483,Corpus+Christi+TX,1188.8,17.3
124,Tampa+FL,484,Arlington+TX,1126.9,16.6
124,Tampa+FL,485,El+Paso+TX,1725.2,24.3
124,Tampa+FL,486,Houston+TX,980.4,13.5
124,Tampa+FL,487,Laredo+TX,1291.3,18.2
124,Tampa+FL,488,Selma+TX,1165.8,16.7
124,Tampa+FL,489,Amarillo+TX,1469.7,21.8
124,Tampa+FL,491,Lehi+UT,2346.4,33.7
124,Tampa+FL,499,Ogden+UT,2321.3,33.1
124,Tampa+FL,500,Burlington+VT,1421.5,21.6
124,Tampa+FL,511,Richmond+VA,794.7,11.6
124,Tampa+FL,512,Norfolk+VA,808.8,11.6
124,Tampa+FL,513,Crystal+City+VA,900.2,13
124,Tampa+FL,519,Charlottesville+VA,865.1,12.5
124,Tampa+FL,531,Tukwila+WA,3095.3,45.4
124,Tampa+FL,532,Vancouver+WA,3054.5,44.8
124,Tampa+FL,539,Spokane+WA,2812.6,41.3
124,Tampa+FL,540,Charleston+WV,841.6,12.8
124,Tampa+FL,551,Greenfield+WI,1265.1,17.8
124,Tampa+FL,559,Madison+WI,1321.6,19.3
124,Tampa+FL,560,Wheatland+WY,1948,28.7
129,Tallahassee+FL,11,Birmingham+AL,302.7,5
129,Tallahassee+FL,12,Mobile+AL,242.9,3.6
129,Tallahassee+FL,19,Montgomery+AL,209.6,3.7
129,Tallahassee+FL,20,Anchorage+AK,4534.8,74.3
129,Tallahassee+FL,41,Phoenix+AZ,1883.5,26.7
129,Tallahassee+FL,42,Tucson+AZ,1772.3,25.4
129,Tallahassee+FL,49,Flagstaff+AZ,1802.3,26.5
129,Tallahassee+FL,50,Little+Rock+AR,672.4,10.7
129,Tallahassee+FL,61,Compton+CA,2259.8,31.8
129,Tallahassee+FL,62,Sacramento+CA,2639.1,38
129,Tallahassee+FL,63,San+Diego+CA,2177.1,31.2
129,Tallahassee+FL,64,Milbrae+CA,2627.7,38.2
129,Tallahassee+FL,65,Fresno+CA,2392.2,35.1
129,Tallahassee+FL,69,Bakersfield+CA,2366.4,34.4
129,Tallahassee+FL,81,Denver+CO,1629.6,23.5
129,Tallahassee+FL,89,Colorado+Springs+CO,1558.7,23.4
129,Tallahassee+FL,91,Hartford+CT,1215.2,18
129,Tallahassee+FL,92,Stamford+CT,1139.5,16.6
129,Tallahassee+FL,99,New+Haven+CT,1179.8,18.2
129,Tallahassee+FL,101,Wilmington+DE,975.1,14.4
129,Tallahassee+FL,109,Dover+DE,962.5,13.9
129,Tallahassee+FL,111,Washington+DC,867.2,12.8
129,Tallahassee+FL,121,Jacksonville+FL,164.7,2.5
129,Tallahassee+FL,122,North+Miami+FL,473.3,6.5
129,Tallahassee+FL,123,Deltona+FL,275.9,4
129,Tallahassee+FL,124,Tampa+FL,273.9,4.1
129,Tallahassee+FL,129,Tallahassee+FL,82.3,1.2
129,Tallahassee+FL,131,Atlanta+GA,261.1,4.3
129,Tallahassee+FL,132,Savannah+GA,300.3,4.5
129,Tallahassee+FL,139,Columbus+GA,167.7,2.9
129,Tallahassee+FL,160,Boise+ID,2412.4,35.4
129,Tallahassee+FL,171,Chicago+IL,961.4,14.9
129,Tallahassee+FL,172,St.+Louis+MO,798.9,12.2
129,Tallahassee+FL,179,Bloomington+IL,912.2,13.7
129,Tallahassee+FL,181,Gary+IN,930.9,13.9
129,Tallahassee+FL,182,Indianapolis+IN,778.3,11.5
129,Tallahassee+FL,183,Fort+Wayne+IN,899.5,13.8
129,Tallahassee+FL,189,Terre+Haute+IN,750.6,12
129,Tallahassee+FL,190,Des+Moines+IA,1145.4,17.7
129,Tallahassee+FL,201,Kansas+City+KS,1047.7,15.3
129,Tallahassee+FL,202,Wichita+KS,1112.9,16.9
129,Tallahassee+FL,209,Salina+KS,1199.9,18
129,Tallahassee+FL,211,Covington+KY,720,11.1
129,Tallahassee+FL,212,Louisville+KY,665,10.6
129,Tallahassee+FL,219,Lexington+KY,642.6,10.1
129,Tallahassee+FL,221,Baton+Rouge+LA,440.5,6.5
129,Tallahassee+FL,222,Lake+Charles+LA,566.8,8
129,Tallahassee+FL,223,New+Orleans+LA,385.2,5.5
129,Tallahassee+FL,229,Shreveport+LA,650,9.9
129,Tallahassee+FL,230,Portland+ME,1412.7,21.8
129,Tallahassee+FL,241,Baltimore+MD,912.3,13.1
129,Tallahassee+FL,242,Hyattsville+MD,876,12.2
129,Tallahassee+FL,249,La+Plata+MD,845.5,11.8
129,Tallahassee+FL,251,Boston+MA,1313.9,19.3
129,Tallahassee+FL,259,Worcester+MA,1265.4,19.6
129,Tallahassee+FL,261,Detroit+MI,1002.6,15.3
129,Tallahassee+FL,262,Grand+Rapids+MI,1036.6,15.4
129,Tallahassee+FL,269,Lansing+MI,1028.2,15
129,Tallahassee+FL,271,Minneapolis+MN,1372.3,20.2
129,Tallahassee+FL,279,Saint+Paul+MN,1362.7,20
129,Tallahassee+FL,280,Jackson+MS,435.1,6.6
129,Tallahassee+FL,291,Kansas+City+MO,1044.3,15.2
129,Tallahassee+FL,299,Springfield+MO,820.7,13.3
129,Tallahassee+FL,300,Billings+MT,2061.9,30.4
129,Tallahassee+FL,311,Omaha+NE,1231.9,18.2
129,Tallahassee+FL,319,Lincoln+NE,1238.5,18.8
129,Tallahassee+FL,321,Las+Vegas+NV,2051,30
129,Tallahassee+FL,329,Reno+NV,2498.5,37.8
129,Tallahassee+FL,331,Manchester+NH,1347.6,20.4
129,Tallahassee+FL,339,Concord+NH,1362.8,21
129,Tallahassee+FL,341,Newark+NJ,1091.5,15.8
129,Tallahassee+FL,342,Trenton+NJ,1035.4,15.4
129,Tallahassee+FL,350,Albuquerque+NM,1479.7,22.2
129,Tallahassee+FL,361,Albany+NY,1238.9,18.2
129,Tallahassee+FL,362,Buffalo+NY,1155.2,17.4
129,Tallahassee+FL,363,Brooklyn+NY,1106.2,16.2
129,Tallahassee+FL,364,Rochester+NY,1224.3,18.4
129,Tallahassee+FL,369,Syracuse+NY,1232.5,18.2
129,Tallahassee+FL,371,Charlotte+NC,444.4,7.7
129,Tallahassee+FL,372,Kernersville+NC,529.9,8.7
129,Tallahassee+FL,373,Cary+NC,622.7,8.9
129,Tallahassee+FL,379,Asheville+NC,464.1,7.6
129,Tallahassee+FL,380,Fargo+ND,1607.2,24.1
129,Tallahassee+FL,391,Cincinnati+OH,721.9,11
129,Tallahassee+FL,392,Cleveland+OH,971.6,14.9
129,Tallahassee+FL,393,Columbus+OH,829.8,12.4
129,Tallahassee+FL,394,Dayton+OH,774,12.1
129,Tallahassee+FL,399,Toledo+OH,924.5,14
129,Tallahassee+FL,401,Oklahoma+City+OK,1001,14.7
129,Tallahassee+FL,402,Tulsa+OK,937.3,14.4
129,Tallahassee+FL,409,Lawton+OK,1025.6,14.9
129,Tallahassee+FL,411,Tigard+OR,2847.4,42.2
129,Tallahassee+FL,419,Eugene+OR,2853.6,43
129,Tallahassee+FL,421,Philadelphia+PA,1013.7,14.8
129,Tallahassee+FL,422,Pittsburgh+PA,890.6,14.5
129,Tallahassee+FL,423,Levittown+PA,1046.1,15.5
129,Tallahassee+FL,429,Harrisburg+PA,978.2,14
129,Tallahassee+FL,441,Providence+RI,1279.8,19.7
129,Tallahassee+FL,451,Charleston+SC,399.8,6.1
129,Tallahassee+FL,452,Greenville+SC,401.7,6.2
129,Tallahassee+FL,459,Columbia+SC,356.5,6.5
129,Tallahassee+FL,460,Sioux+Falls+SD,1407.1,21.2
129,Tallahassee+FL,471,Memphis+TN,537,8.6
129,Tallahassee+FL,472,Nashville+TN,490.7,7.8
129,Tallahassee+FL,473,Knoxville+TN,474.4,7.2
129,Tallahassee+FL,479,Chattanooga+TN,378.1,6.2
129,Tallahassee+FL,481,Austin+TX,872.7,12.9
129,Tallahassee+FL,482,Beaumont+TX,626.1,9.1
129,Tallahassee+FL,483,Corpus+Christi+TX,917.4,13.7
129,Tallahassee+FL,484,Arlington+TX,855.5,13
129,Tallahassee+FL,485,El+Paso+TX,1453.9,20.7
129,Tallahassee+FL,486,Houston+TX,709.1,9.9
129,Tallahassee+FL,487,Laredo+TX,1019.9,14.5
129,Tallahassee+FL,488,Selma+TX,894.4,13.1
129,Tallahassee+FL,489,Amarillo+TX,1198.4,18.2
129,Tallahassee+FL,491,Lehi+UT,2047.9,31.2
129,Tallahassee+FL,499,Ogden+UT,2052.4,30.8
129,Tallahassee+FL,500,Burlington+VT,1386.8,20.8
129,Tallahassee+FL,511,Richmond+VA,760,10.9
129,Tallahassee+FL,512,Norfolk+VA,774.2,10.8
129,Tallahassee+FL,513,Crystal+City+VA,865.5,12.2
129,Tallahassee+FL,519,Charlottesville+VA,830.4,11.7
129,Tallahassee+FL,531,Tukwila+WA,2883.7,42.9
129,Tallahassee+FL,532,Vancouver+WA,2842.9,42
129,Tallahassee+FL,539,Spokane+WA,2543.7,38.9
129,Tallahassee+FL,540,Charleston+WV,706.8,11.9
129,Tallahassee+FL,551,Greenfield+WI,1054.8,15.5
129,Tallahassee+FL,559,Madison+WI,1111.3,16.8
129,Tallahassee+FL,560,Wheatland+WY,1736.4,26
131,Atlanta+GA,11,Birmingham+AL,146.8,2.2
131,Atlanta+GA,12,Mobile+AL,328.1,4.7
131,Atlanta+GA,19,Montgomery+AL,160.5,2.3
131,Atlanta+GA,20,Anchorage+AK,4289.9,70.4
131,Atlanta+GA,41,Phoenix+AZ,1845.7,26.7
131,Atlanta+GA,42,Tucson+AZ,1731.7,25.1
131,Atlanta+GA,49,Flagstaff+AZ,1710.7,25
131,Atlanta+GA,50,Little+Rock+AR,519.6,7.8
131,Atlanta+GA,61,Compton+CA,2184,32
131,Atlanta+GA,62,Sacramento+CA,2468,36.6
131,Atlanta+GA,63,San+Diego+CA,2141.8,31.2
131,Atlanta+GA,64,Milbrae+CA,2465.7,36.6
131,Atlanta+GA,65,Fresno+CA,2300.4,34
131,Atlanta+GA,69,Bakersfield+CA,2190.7,32.3
131,Atlanta+GA,81,Denver+CO,1404.1,20.5
131,Atlanta+GA,89,Colorado+Springs+CO,1386.1,20.4
131,Atlanta+GA,91,Hartford+CT,977.1,15.2
131,Atlanta+GA,92,Stamford+CT,901.6,14.1
131,Atlanta+GA,99,New+Haven+CT,942.4,14.8
131,Atlanta+GA,101,Wilmington+DE,746.4,11.4
131,Atlanta+GA,109,Dover+DE,733,11.3
131,Atlanta+GA,111,Washington+DC,638.5,9.7
131,Atlanta+GA,121,Jacksonville+FL,345.6,5
131,Atlanta+GA,122,North+Miami+FL,654.6,9.4
131,Atlanta+GA,123,Deltona+FL,432.3,6.6
131,Atlanta+GA,124,Tampa+FL,455.9,6.6
131,Atlanta+GA,129,Tallahassee+FL,261.1,4.3
131,Atlanta+GA,131,Atlanta+GA,53.6,0.8
131,Atlanta+GA,132,Savannah+GA,248.3,3.5
131,Atlanta+GA,139,Columbus+GA,107.2,1.6
131,Atlanta+GA,160,Boise+ID,2174,32
131,Atlanta+GA,171,Chicago+IL,715.9,10.8
131,Atlanta+GA,172,St.+Louis+MO,554.7,8.2
131,Atlanta+GA,179,Bloomington+IL,668.1,9.8
131,Atlanta+GA,181,Gary+IN,685.3,10.3
131,Atlanta+GA,182,Indianapolis+IN,534.3,8
131,Atlanta+GA,183,Fort+Wayne+IN,653.6,9.9
131,Atlanta+GA,189,Terre+Haute+IN,506.3,7.8
131,Atlanta+GA,190,Des+Moines+IA,901.6,13.6
131,Atlanta+GA,201,Kansas+City+KS,804,12
131,Atlanta+GA,202,Wichita+KS,959.3,14.3
131,Atlanta+GA,209,Salina+KS,974.6,14.4
131,Atlanta+GA,211,Covington+KY,459.1,6.8
131,Atlanta+GA,212,Louisville+KY,421.1,6.3
131,Atlanta+GA,219,Lexington+KY,382.3,5.8
131,Atlanta+GA,221,Baton+Rouge+LA,526.2,7.6
131,Atlanta+GA,222,Lake+Charles+LA,650.9,9.4
131,Atlanta+GA,223,New+Orleans+LA,470.5,6.8
131,Atlanta+GA,229,Shreveport+LA,596.2,8.9
131,Atlanta+GA,230,Portland+ME,1173.9,18.1
131,Atlanta+GA,241,Baltimore+MD,676.5,10.4
131,Atlanta+GA,242,Hyattsville+MD,647.2,9.9
131,Atlanta+GA,249,La+Plata+MD,616.1,9.5
131,Atlanta+GA,251,Boston+MA,1075.6,16.7
131,Atlanta+GA,259,Worcester+MA,1036.6,16.1
131,Atlanta+GA,261,Detroit+MI,722.2,10.8
131,Atlanta+GA,262,Grand+Rapids+MI,793.6,12
131,Atlanta+GA,269,Lansing+MI,775.1,11.5
131,Atlanta+GA,271,Minneapolis+MN,1130,16.5
131,Atlanta+GA,279,Saint+Paul+MN,1122.1,16.4
131,Atlanta+GA,280,Jackson+MS,381.5,5.7
131,Atlanta+GA,291,Kansas+City+MO,800.5,11.9
131,Atlanta+GA,299,Springfield+MO,676,10.5
131,Atlanta+GA,300,Billings+MT,1819.9,26.7
131,Atlanta+GA,311,Omaha+NE,989,14.7
131,Atlanta+GA,319,Lincoln+NE,994.7,15
131,Atlanta+GA,321,Las+Vegas+NV,1959.9,28.6
131,Atlanta+GA,329,Reno+NV,2388.8,35.2
131,Atlanta+GA,331,Manchester+NH,1110.6,17.2
131,Atlanta+GA,339,Concord+NH,1125.3,17.4
131,Atlanta+GA,341,Newark+NJ,854.4,13.2
131,Atlanta+GA,342,Trenton+NJ,806.7,12.5
131,Atlanta+GA,350,Albuquerque+NM,1387.4,20.4
131,Atlanta+GA,361,Albany+NY,1011.4,15.4
131,Atlanta+GA,362,Buffalo+NY,892.5,13.4
131,Atlanta+GA,363,Brooklyn+NY,867,13.9
131,Atlanta+GA,364,Rochester+NY,961.6,14.3
131,Atlanta+GA,369,Syracuse+NY,963.1,14.6
131,Atlanta+GA,371,Charlotte+NC,244.8,3.8
131,Atlanta+GA,372,Kernersville+NC,326,5
131,Atlanta+GA,373,Cary+NC,399.3,6
131,Atlanta+GA,379,Asheville+NC,207.9,3.4
131,Atlanta+GA,380,Fargo+ND,1364.6,19.9
131,Atlanta+GA,391,Cincinnati+OH,460.6,6.8
131,Atlanta+GA,392,Cleveland+OH,709.8,10.6
131,Atlanta+GA,393,Columbus+OH,567,8.5
131,Atlanta+GA,394,Dayton+OH,513.7,7.7
131,Atlanta+GA,399,Toledo+OH,663.2,9.9
131,Atlanta+GA,401,Oklahoma+City+OK,848.4,12.7
131,Atlanta+GA,402,Tulsa+OK,783.8,11.7
131,Atlanta+GA,409,Lawton+OK,928.5,13.8
131,Atlanta+GA,411,Tigard+OR,2603.1,39.1
131,Atlanta+GA,419,Eugene+OR,2611.1,39.6
131,Atlanta+GA,421,Philadelphia+PA,776.9,12.1
131,Atlanta+GA,422,Pittsburgh+PA,684.5,10.8
131,Atlanta+GA,423,Levittown+PA,798.4,12.4
131,Atlanta+GA,429,Harrisburg+PA,715.4,10.9
131,Atlanta+GA,441,Providence+RI,1042.8,16.3
131,Atlanta+GA,451,Charleston+SC,305.6,4.7
131,Atlanta+GA,452,Greenville+SC,145.4,2.3
131,Atlanta+GA,459,Columbia+SC,214.3,3.1
131,Atlanta+GA,460,Sioux+Falls+SD,1162.9,17.2
131,Atlanta+GA,471,Memphis+TN,384.2,5.7
131,Atlanta+GA,472,Nashville+TN,249.5,3.7
131,Atlanta+GA,473,Knoxville+TN,213.4,3.1
131,Atlanta+GA,479,Chattanooga+TN,117.8,1.7
131,Atlanta+GA,481,Austin+TX,956.4,14.2
131,Atlanta+GA,482,Beaumont+TX,710,10.3
131,Atlanta+GA,483,Corpus+Christi+TX,999.8,14.6
131,Atlanta+GA,484,Arlington+TX,801.9,12
131,Atlanta+GA,485,El+Paso+TX,1416.4,20.5
131,Atlanta+GA,486,Houston+TX,792.9,11.5
131,Atlanta+GA,487,Laredo+TX,1103.6,16.4
131,Atlanta+GA,488,Selma+TX,978.2,14.3
131,Atlanta+GA,489,Amarillo+TX,1106.1,16.4
131,Atlanta+GA,491,Lehi+UT,1897.6,27.8
131,Atlanta+GA,499,Ogden+UT,1867.3,27.6
131,Atlanta+GA,500,Burlington+VT,1152.2,18.1
131,Atlanta+GA,511,Richmond+VA,530.4,8
131,Atlanta+GA,512,Norfolk+VA,564.1,8.8
131,Atlanta+GA,513,Crystal+City+VA,634.6,9.7
131,Atlanta+GA,519,Charlottesville+VA,511,8
131,Atlanta+GA,531,Tukwila+WA,2639.4,39.7
131,Atlanta+GA,532,Vancouver+WA,2598.6,38.8
131,Atlanta+GA,539,Spokane+WA,2358.5,35.2
131,Atlanta+GA,540,Charleston+WV,501.6,7.8
131,Atlanta+GA,551,Greenfield+WI,811,12.1
131,Atlanta+GA,559,Madison+WI,868.3,12.9
131,Atlanta+GA,560,Wheatland+WY,1492.1,22.3
132,Savannah+GA,11,Birmingham+AL,393.7,5.6
132,Savannah+GA,12,Mobile+AL,500.5,7.6
132,Savannah+GA,19,Montgomery+AL,332.5,5.3
132,Savannah+GA,20,Anchorage+AK,4537.6,73.7
132,Savannah+GA,41,Phoenix+AZ,2092.9,29.7
132,Savannah+GA,42,Tucson+AZ,1979,28.4
132,Savannah+GA,49,Flagstaff+AZ,1957.2,27.9
132,Savannah+GA,50,Little+Rock+AR,766.5,11.2
132,Savannah+GA,61,Compton+CA,2466.9,34.6
132,Savannah+GA,62,Sacramento+CA,2714.4,39.4
132,Savannah+GA,63,San+Diego+CA,2386.5,34.2
132,Savannah+GA,64,Milbrae+CA,2712.1,39.5
132,Savannah+GA,65,Fresno+CA,2547.2,36.5
132,Savannah+GA,69,Bakersfield+CA,2437.4,35.8
132,Savannah+GA,81,Denver+CO,1649.8,23.1
132,Savannah+GA,89,Colorado+Springs+CO,1632.5,23.4
132,Savannah+GA,91,Hartford+CT,922.8,14
132,Savannah+GA,92,Stamford+CT,837.3,13.6
132,Savannah+GA,99,New+Haven+CT,887.4,14.1
132,Savannah+GA,101,Wilmington+DE,682,11.1
132,Savannah+GA,109,Dover+DE,670.1,9.9
132,Savannah+GA,111,Washington+DC,574.2,9.5
132,Savannah+GA,121,Jacksonville+FL,138.9,1.9
132,Savannah+GA,122,North+Miami+FL,475.8,6.5
132,Savannah+GA,123,Deltona+FL,251.9,3.6
132,Savannah+GA,124,Tampa+FL,335,5.2
132,Savannah+GA,129,Tallahassee+FL,300.3,4.5
132,Savannah+GA,131,Atlanta+GA,248.3,3.5
132,Savannah+GA,132,Savannah+GA,53.7,1
132,Savannah+GA,139,Columbus+GA,247.1,4
132,Savannah+GA,160,Boise+ID,2415.2,34.8
132,Savannah+GA,171,Chicago+IL,958.3,14.1
132,Savannah+GA,172,St.+Louis+MO,802.3,11.7
132,Savannah+GA,179,Bloomington+IL,915,13.1
132,Savannah+GA,181,Gary+IN,933.7,13.5
